Date,Group,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions
01/01/2020-04/30/2022,By Total,New York,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,3555.0,3558.0
01/01/2020-04/30/2022,By Total,New York,Renal failure,Renal failure,N17-N19,All Ages,2909.0,3036.0
01/01/2020-04/30/2022,By Total,New York,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,729.0,1412.0
01/01/2020-04/30/2022,By Total,New York,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,13317.0,21040.0
01/01/2020-04/30/2022,By Total,New York,COVID-19,COVID-19,U071,All Ages,35815.0,35815.0
01/01/2020-04/30/2022,By Total,New York City,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,13352.0,13458.0
01/01/2020-04/30/2022,By Total,New York City,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1747.0,1813.0
01/01/2020-04/30/2022,By Total,New York City,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,4538.0,4538.0
01/01/2020-04/30/2022,By Total,New York City,Respiratory diseases,Respiratory failure,J96,All Ages,9735.0,9777.0
01/01/2020-04/30/2022,By Total,New York City,Respiratory diseases,Respiratory arrest,R09.2,All Ages,753.0,753.0
01/01/2020-04/30/2022,By Total,New York City,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,874.0,896.0
01/01/2020-04/30/2022,By Total,New York City,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,7718.0,7794.0
01/01/2020-04/30/2022,By Total,New York City,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,3516.0,3661.0
01/01/2020-04/30/2022,By Total,New York City,Circulatory diseases,Cardiac arrest,I46,All Ages,7879.0,7879.0
01/01/2020-04/30/2022,By Total,New York City,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1080.0,1114.0
01/01/2020-04/30/2022,By Total,New York City,Circulatory diseases,Heart failure,I50,All Ages,1272.0,1273.0
01/01/2020-04/30/2022,By Total,New York City,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,888.0,911.0
01/01/2020-04/30/2022,By Total,New York City,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1196.0,1292.0
01/01/2020-04/30/2022,By Total,New York City,Sepsis,Sepsis,A40-A41,All Ages,1493.0,1494.0
01/01/2020-04/30/2022,By Total,New York City,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1713.0,1979.0
01/01/2020-04/30/2022,By Total,New York City,Diabetes,Diabetes,E10-E14,All Ages,4669.0,4682.0
01/01/2020-04/30/2022,By Total,New York City,Obesity,Obesity,E65-E68,All Ages,743.0,746.0
01/01/2020-04/30/2022,By Total,New York City,Alzheimer disease,Alzheimer disease,G30,All Ages,412.0,413.0
01/01/2020-04/30/2022,By Total,New York City,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1519.0,1519.0
01/01/2020-04/30/2022,By Total,New York City,Renal failure,Renal failure,N17-N19,All Ages,1391.0,1427.0
01/01/2020-04/30/2022,By Total,New York City,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,316.0,604.0
01/01/2020-04/30/2022,By Total,New York City,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,7482.0,10523.0
01/01/2020-04/30/2022,By Total,New York City,COVID-19,COVID-19,U071,All Ages,34952.0,34952.0
01/01/2020-04/30/2022,By Total,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,14830.0,15203.0
01/01/2020-04/30/2022,By Total,North Carolina,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,2337.0,2435.0
01/01/2020-04/30/2022,By Total,North Carolina,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,2210.0,2210.0
01/01/2020-04/30/2022,By Total,North Carolina,Respiratory diseases,Respiratory failure,J96,All Ages,11428.0,11797.0
01/01/2020-04/30/2022,By Total,North Carolina,Respiratory diseases,Respiratory arrest,R09.2,All Ages,410.0,410.0
01/01/2020-04/30/2022,By Total,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,1394.0,1474.0
01/01/2020-04/30/2022,By Total,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,3264.0,3303.0
01/01/2020-04/30/2022,By Total,North Carolina,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,2268.0,2402.0
01/01/2020-04/30/2022,By Total,North Carolina,Circulatory diseases,Cardiac arrest,I46,All Ages,2763.0,2763.0
01/01/2020-04/30/2022,By Total,North Carolina,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,2030.0,2081.0
01/01/2020-04/30/2022,By Total,North Carolina,Circulatory diseases,Heart failure,I50,All Ages,2099.0,2102.0
01/01/2020-04/30/2022,By Total,North Carolina,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,1440.0,1486.0
01/01/2020-04/30/2022,By Total,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,2011.0,2179.0
01/01/2020-04/30/2022,By Total,North Carolina,Sepsis,Sepsis,A40-A41,All Ages,2549.0,2549.0
01/01/2020-04/30/2022,By Total,North Carolina,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1360.0,1515.0
01/01/2020-04/30/2022,By Total,North Carolina,Diabetes,Diabetes,E10-E14,All Ages,3239.0,3262.0
01/01/2020-04/30/2022,By Total,North Carolina,Obesity,Obesity,E65-E68,All Ages,1223.0,1227.0
01/01/2020-04/30/2022,By Total,North Carolina,Alzheimer disease,Alzheimer disease,G30,All Ages,783.0,786.0
01/01/2020-04/30/2022,By Total,North Carolina,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,2376.0,2382.0
01/01/2020-04/30/2022,By Total,North Carolina,Renal failure,Renal failure,N17-N19,All Ages,3633.0,3831.0
01/01/2020-04/30/2022,By Total,North Carolina,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,663.0,1172.0
01/01/2020-04/30/2022,By Total,North Carolina,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,12197.0,18080.0
01/01/2020-04/30/2022,By Total,North Carolina,COVID-19,COVID-19,U071,All Ages,28241.0,28241.0
01/01/2020-04/30/2022,By Total,North Dakota,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1401.0,1469.0
01/01/2020-04/30/2022,By Total,North Dakota,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,276.0,297.0
01/01/2020-04/30/2022,By Total,North Dakota,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,331.0,331.0
01/01/2020-04/30/2022,By Total,North Dakota,Respiratory diseases,Respiratory failure,J96,All Ages,1059.0,1098.0
01/01/2020-04/30/2022,By Total,North Dakota,Respiratory diseases,Respiratory arrest,R09.2,All Ages,76.0,76.0
01/01/2020-04/30/2022,By Total,North Dakota,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,167.0,177.0
01/01/2020-04/30/2022,By Total,North Dakota,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,326.0,328.0
01/01/2020-04/30/2022,By Total,North Dakota,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,291.0,312.0
01/01/2020-04/30/2022,By Total,North Dakota,Circulatory diseases,Cardiac arrest,I46,All Ages,189.0,189.0
01/01/2020-04/30/2022,By Total,North Dakota,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,205.0,215.0
01/01/2020-04/30/2022,By Total,North Dakota,Circulatory diseases,Heart failure,I50,All Ages,282.0,285.0
01/01/2020-04/30/2022,By Total,North Dakota,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,144.0,149.0
01/01/2020-04/30/2022,By Total,North Dakota,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,241.0,281.0
01/01/2020-04/30/2022,By Total,North Dakota,Sepsis,Sepsis,A40-A41,All Ages,267.0,267.0
01/01/2020-04/30/2022,By Total,North Dakota,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,166.0,188.0
01/01/2020-04/30/2022,By Total,North Dakota,Diabetes,Diabetes,E10-E14,All Ages,322.0,325.0
01/01/2020-04/30/2022,By Total,North Dakota,Obesity,Obesity,E65-E68,All Ages,149.0,149.0
01/01/2020-04/30/2022,By Total,North Dakota,Alzheimer disease,Alzheimer disease,G30,All Ages,174.0,174.0
01/01/2020-04/30/2022,By Total,North Dakota,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,188.0,189.0
01/01/2020-04/30/2022,By Total,North Dakota,Renal failure,Renal failure,N17-N19,All Ages,390.0,408.0
01/01/2020-04/30/2022,By Total,North Dakota,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,92.0,181.0
01/01/2020-04/30/2022,By Total,North Dakota,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1321.0,2191.0
01/01/2020-04/30/2022,By Total,North Dakota,COVID-19,COVID-19,U071,All Ages,2750.0,2750.0
01/01/2020-04/30/2022,By Total,Ohio,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,20749.0,21290.0
01/01/2020-04/30/2022,By Total,Ohio,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,3858.0,3988.0
01/01/2020-04/30/2022,By Total,Ohio,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,4072.0,4072.0
01/01/2020-04/30/2022,By Total,Ohio,Respiratory diseases,Respiratory failure,J96,All Ages,17745.0,18418.0
01/01/2020-04/30/2022,By Total,Ohio,Respiratory diseases,Respiratory arrest,R09.2,All Ages,826.0,826.0
01/01/2020-04/30/2022,By Total,Ohio,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,1816.0,1907.0
01/01/2020-04/30/2022,By Total,Ohio,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,5422.0,5503.0
01/01/2020-04/30/2022,By Total,Ohio,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,4171.0,4510.0
01/01/2020-04/30/2022,By Total,Ohio,Circulatory diseases,Cardiac arrest,I46,All Ages,4326.0,4327.0
01/01/2020-04/30/2022,By Total,Ohio,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,3115.0,3180.0
01/01/2020-04/30/2022,By Total,Ohio,Circulatory diseases,Heart failure,I50,All Ages,3302.0,3303.0
01/01/2020-04/30/2022,By Total,Ohio,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,2237.0,2312.0
01/01/2020-04/30/2022,By Total,Ohio,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,3202.0,3459.0
01/01/2020-04/30/2022,By Total,Ohio,Sepsis,Sepsis,A40-A41,All Ages,3903.0,3906.0
01/01/2020-04/30/2022,By Total,Ohio,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,2391.0,2800.0
01/01/2020-04/30/2022,By Total,Ohio,Diabetes,Diabetes,E10-E14,All Ages,4872.0,4906.0
01/01/2020-04/30/2022,By Total,Ohio,Obesity,Obesity,E65-E68,All Ages,1434.0,1435.0
01/01/2020-04/30/2022,By Total,Ohio,Alzheimer disease,Alzheimer disease,G30,All Ages,1467.0,1475.0
01/01/2020-04/30/2022,By Total,Ohio,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,3473.0,3478.0
01/01/2020-04/30/2022,By Total,Ohio,Renal failure,Renal failure,N17-N19,All Ages,3781.0,3944.0
01/01/2020-04/30/2022,By Total,Ohio,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,903.0,1647.0
01/01/2020-04/30/2022,By Total,Ohio,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,18334.0,27636.0
01/01/2020-04/30/2022,By Total,Ohio,COVID-19,COVID-19,U071,All Ages,43292.0,43292.0
01/01/2020-04/30/2022,By Total,Oklahoma,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,6610.0,6792.0
01/01/2020-04/30/2022,By Total,Oklahoma,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,2340.0,2408.0
01/01/2020-04/30/2022,By Total,Oklahoma,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,819.0,819.0
01/01/2020-04/30/2022,By Total,Oklahoma,Respiratory diseases,Respiratory failure,J96,All Ages,3493.0,3608.0
01/01/2020-04/30/2022,By Total,Oklahoma,Respiratory diseases,Respiratory arrest,R09.2,All Ages,235.0,235.0
01/01/2020-04/30/2022,By Total,Oklahoma,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,1010.0,1049.0
01/01/2020-04/30/2022,By Total,Oklahoma,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,5862.0,5931.0
01/01/2020-04/30/2022,By Total,Oklahoma,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,2031.0,2142.0
01/01/2020-04/30/2022,By Total,Oklahoma,Circulatory diseases,Cardiac arrest,I46,All Ages,955.0,955.0
01/01/2020-04/30/2022,By Total,Oklahoma,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1402.0,1426.0
01/01/2020-04/30/2022,By Total,Oklahoma,Circulatory diseases,Heart failure,I50,All Ages,1543.0,1544.0
01/01/2020-04/30/2022,By Total,Oklahoma,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,981.0,1008.0
01/01/2020-04/30/2022,By Total,Oklahoma,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1185.0,1309.0
01/01/2020-04/30/2022,By Total,Oklahoma,Sepsis,Sepsis,A40-A41,All Ages,1932.0,1932.0
01/01/2020-04/30/2022,By Total,Oklahoma,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1011.0,1134.0
01/01/2020-04/30/2022,By Total,Oklahoma,Diabetes,Diabetes,E10-E14,All Ages,3917.0,3936.0
01/01/2020-04/30/2022,By Total,Oklahoma,Obesity,Obesity,E65-E68,All Ages,1473.0,1476.0
01/01/2020-04/30/2022,By Total,Oklahoma,Alzheimer disease,Alzheimer disease,G30,All Ages,593.0,593.0
01/01/2020-04/30/2022,By Total,Oklahoma,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1335.0,1337.0
01/01/2020-04/30/2022,By Total,Oklahoma,Renal failure,Renal failure,N17-N19,All Ages,1665.0,1726.0
01/01/2020-04/30/2022,By Total,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,468.0,929.0
01/01/2020-04/30/2022,By Total,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,7090.0,11160.0
01/01/2020-04/30/2022,By Total,Oklahoma,COVID-19,COVID-19,U071,All Ages,15916.0,15916.0
01/01/2020-04/30/2022,By Total,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,2779.0,2961.0
01/01/2020-04/30/2022,By Total,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,798.0,827.0
01/01/2020-04/30/2022,By Total,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,792.0,792.0
01/01/2020-04/30/2022,By Total,Oregon,Respiratory diseases,Respiratory failure,J96,All Ages,2441.0,2532.0
01/01/2020-04/30/2022,By Total,Oregon,Respiratory diseases,Respiratory arrest,R09.2,All Ages,115.0,115.0
01/01/2020-04/30/2022,By Total,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,435.0,470.0
01/01/2020-04/30/2022,By Total,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1172.0,1199.0
01/01/2020-04/30/2022,By Total,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,745.0,820.0
01/01/2020-04/30/2022,By Total,Oregon,Circulatory diseases,Cardiac arrest,I46,All Ages,374.0,375.0
01/01/2020-04/30/2022,By Total,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,816.0,843.0
01/01/2020-04/30/2022,By Total,Oregon,Circulatory diseases,Heart failure,I50,All Ages,867.0,869.0
01/01/2020-04/30/2022,By Total,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,513.0,533.0
01/01/2020-04/30/2022,By Total,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,774.0,864.0
01/01/2020-04/30/2022,By Total,Oregon,Sepsis,Sepsis,A40-A41,All Ages,433.0,433.0
01/01/2020-04/30/2022,By Total,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,461.0,574.0
01/01/2020-04/30/2022,By Total,Oregon,Diabetes,Diabetes,E10-E14,All Ages,1186.0,1192.0
01/01/2020-04/30/2022,By Total,Oregon,Obesity,Obesity,E65-E68,All Ages,465.0,467.0
01/01/2020-04/30/2022,By Total,Oregon,Alzheimer disease,Alzheimer disease,G30,All Ages,410.0,412.0
01/01/2020-04/30/2022,By Total,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,891.0,893.0
01/01/2020-04/30/2022,By Total,Oregon,Renal failure,Renal failure,N17-N19,All Ages,844.0,889.0
01/01/2020-04/30/2022,By Total,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,240.0,438.0
01/01/2020-04/30/2022,By Total,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,3690.0,6216.0
01/01/2020-04/30/2022,By Total,Oregon,COVID-19,COVID-19,U071,All Ages,7137.0,7137.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,19509.0,20054.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,3933.0,4103.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,3552.0,3552.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Respiratory diseases,Respiratory failure,J96,All Ages,20720.0,21237.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Respiratory diseases,Respiratory arrest,R09.2,All Ages,981.0,981.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,2081.0,2177.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,6760.0,6832.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,4745.0,5111.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Circulatory diseases,Cardiac arrest,I46,All Ages,3686.0,3686.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,4144.0,4255.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Circulatory diseases,Heart failure,I50,All Ages,3991.0,3992.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,2392.0,2478.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,3805.0,4188.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Sepsis,Sepsis,A40-A41,All Ages,4041.0,4041.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,2674.0,3037.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Diabetes,Diabetes,E10-E14,All Ages,5302.0,5345.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Obesity,Obesity,E65-E68,All Ages,1708.0,1712.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Alzheimer disease,Alzheimer disease,G30,All Ages,1313.0,1314.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,4566.0,4571.0
01/01/2020-04/30/2022,By Total,Pennsylvania,Renal failure,Renal failure,N17-N19,All Ages,4772.0,5032.0
01/01/2020-04/30/2022,By Total,Pennsylvania,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,1292.0,2436.0
01/01/2020-04/30/2022,By Total,Pennsylvania,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,19558.0,30732.0
01/01/2020-04/30/2022,By Total,Pennsylvania,COVID-19,COVID-19,U071,All Ages,45939.0,45939.0
01/01/2020-04/30/2022,By Total,Rhode Island,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1482.0,1527.0
01/01/2020-04/30/2022,By Total,Rhode Island,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,396.0,407.0
01/01/2020-04/30/2022,By Total,Rhode Island,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,414.0,414.0
01/01/2020-04/30/2022,By Total,Rhode Island,Respiratory diseases,Respiratory failure,J96,All Ages,1072.0,1082.0
01/01/2020-04/30/2022,By Total,Rhode Island,Respiratory diseases,Respiratory arrest,R09.2,All Ages,60.0,60.0
01/01/2020-04/30/2022,By Total,Rhode Island,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,189.0,193.0
01/01/2020-04/30/2022,By Total,Rhode Island,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,514.0,521.0
01/01/2020-04/30/2022,By Total,Rhode Island,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,486.0,525.0
01/01/2020-04/30/2022,By Total,Rhode Island,Circulatory diseases,Cardiac arrest,I46,All Ages,325.0,326.0
01/01/2020-04/30/2022,By Total,Rhode Island,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,287.0,290.0
01/01/2020-04/30/2022,By Total,Rhode Island,Circulatory diseases,Heart failure,I50,All Ages,404.0,404.0
01/01/2020-04/30/2022,By Total,Rhode Island,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,201.0,206.0
01/01/2020-04/30/2022,By Total,Rhode Island,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,275.0,306.0
01/01/2020-04/30/2022,By Total,Rhode Island,Sepsis,Sepsis,A40-A41,All Ages,218.0,220.0
01/01/2020-04/30/2022,By Total,Rhode Island,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,254.0,281.0
01/01/2020-04/30/2022,By Total,Rhode Island,Diabetes,Diabetes,E10-E14,All Ages,361.0,364.0
01/01/2020-04/30/2022,By Total,Rhode Island,Obesity,Obesity,E65-E68,All Ages,87.0,87.0
01/01/2020-04/30/2022,By Total,Rhode Island,Alzheimer disease,Alzheimer disease,G30,All Ages,168.0,168.0
01/01/2020-04/30/2022,By Total,Rhode Island,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,474.0,475.0
01/01/2020-04/30/2022,By Total,Rhode Island,Renal failure,Renal failure,N17-N19,All Ages,413.0,437.0
01/01/2020-04/30/2022,By Total,Rhode Island,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,123.0,261.0
01/01/2020-04/30/2022,By Total,Rhode Island,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1531.0,2353.0
01/01/2020-04/30/2022,By Total,Rhode Island,COVID-19,COVID-19,U071,All Ages,3584.0,3584.0
01/01/2020-04/30/2022,By Total,South Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,7231.0,7569.0
